"Code.Class"	"Name"	"Accession"	"X20140224_il10_brains_custom2_01.RCC"	"X20140224_il10_brains_custom2_02.RCC"	"X20140224_il10_brains_custom2_03.RCC"	"X20140224_il10_brains_custom2_04.RCC"	"X20140224_il10_brains_custom2_05.RCC"	"X20140224_il10_brains_custom2_06.RCC"	"X20140224_il10_brains_custom2_07.RCC"	"X20140224_il10_brains_custom2_08.RCC"	"X20140224_il10_brains_custom2_09.RCC"	"X20140224_il10_brains_custom2_10.RCC"	"X20140224_il10_brains_custom2_11.RCC"	"X20140224_il10_brains_custom2_12.RCC"	"X20140319_il1ntg_c.2exp3_03.RCC"	"X20140319_il1ntg_c.2exp3_04.RCC"	"X20140319_il1ntg_c.2exp3_05.RCC"	"X20140319_il1ntg_c.2exp3_06.RCC"	"X20140319_il1ntg_c.2exp3_07.RCC"	"X20140319_il1ntg_c.2exp3_08.RCC"	"X20140319_il1ntg_c.2exp3_09.RCC"	"X20140319_il1ntg_c.2exp3_11.RCC"	"X20140319_il1ntg_c.2exp3_12.RCC"	"X20140321_old_mice_bri42.crnd8_07.RCC"	"X20140321_old_mice_bri42.crnd8_08.RCC"	"X20140321_old_mice_bri42.crnd8_09.RCC"	"X20140321_old_mice_bri42.crnd8_10.RCC"	"X20140321_old_mice_bri42.crnd8_11.RCC"	"X20140321_old_mice_bri42.crnd8_12.RCC"
"ApoE4"	"Endogenous"	"ApoE4"	"NM_000041.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ApoE4-2"	"Endogenous"	"ApoE4-2"	"NM_009696.2"	15270.9186181749	16089.0914144489	16836.5330005818	8936.89176405909	9166.29878756547	9633.12854113925	15681.2324393587	17024.2837411676	16774.7712294693	10378.4440995776	8772.94898675246	10277.5692322941	18347.9949403135	10694.1351297675	8484.2116543923	9967.39850706478	14374.0438202892	11457.7573485456	15251.4243843148	10351.4900514301	9475.04637816317	11286.3919683287	11777.3805468938	12846.5494898594	8566.00151249001	9085.00206174896	9657.58155012484
"Aquaporin4"	"Endogenous"	"Aquaporin4"	"NM_009700.2"	500.7905310812	655.295193452545	630.489879701194	481.980034393131	464.293438262582	406.428141289445	519.345189651757	606.243048094229	524.125409440313	427.472629464605	425.93278893101	531.923122814989	625.352994661131	523.086735887047	522.127584474473	442.099065225943	476.757067870638	399.37967680721	557.867092633987	435.697687872382	475.604566694546	726.500587963056	717.772604388593	791.984461853855	389.539185777936	404.854005362958	409.614520406322
"Arc/arg3_1"	"Endogenous"	"Arc/arg3_1"	"NM_018790.2"	88.4241970102617	91.1355404657332	192.867198752808	209.767808711677	205.818031847645	305.602698546487	90.2556176699605	216.486089773037	151.243361795011	233.968460584278	94.1660529641354	218.34657731633	91.1029088107761	166.505740442158	123.647456329388	265.732546046462	235.859030924329	102.942979313059	96.5392382939534	287.608691776933	165.644398327802	201.094974143306	653.742634463769	760.712378902994	887.659476112549	945.824617269205	598.753216049584
"Axi"	"Endogenous"	"Axi"	"NM_001159598.1"	31.8975759353691	32.323530308807	45.8259779541497	43.1739265946273	55.5930093158864	60.182628614014	41.1342525272633	51.3859468864964	58.8196063957482	47.5150508939235	59.9128501356971	50.1495944916853	54.9506473622558	50.4754165275512	45.9563621627365	42.6364363151516	32.3606892116932	37.3285324368827	27.6051910937185	27.2188736424365	34.5074040187952	42.7118325860482	52.9908578161638	69.4347557787025	48.7520115368155	54.5171446768818	58.0300901984842
"B2M"	"Endogenous"	"B2M"	"NM_009735.3"	2723.86207138722	5211.04775801593	4782.65387653948	1530.54152771809	1470.21197148995	1406.0850503456	2728.36187503952	5667.80633275282	3902.37302058578	1574.39612436662	1649.26146137524	1223.61691652409	4706.5416204052	2107.89116008655	2205.01693069727	1144.5503296502	4133.12727248037	3743.37309438946	3633.38612156754	1121.84336978129	1202.81880786268	3704.5605236863	2665.03698386704	3611.40962473936	1204.14809960564	1263.96836102737	1349.20675037607
"BACE1"	"Endogenous"	"BACE1"	"NM_011792.4"	485.03721045377	473.413606485754	500.953566140471	591.953773568439	550.451907067561	491.621732444348	565.577062727237	524.823799547443	555.995669922817	534.01743500195	514.991116284949	537.138533135133	492.794702683224	511.766704285622	593.553267821233	464.710157428441	489.956960306052	506.003152980996	419.998998233517	527.019235464575	457.059941236707	566.594531583132	604.778539815375	559.912688376414	592.432084523986	560.769689307932	618.582272850893
"BDNF"	"Endogenous"	"BDNF"	"NM_007540.4"	148.657481762196	133.610881134624	171.861310067285	159.68075918629	121.868754550486	134.433923657278	155.991562199158	242.118075426655	125.747153409007	147.009097241298	120.589952288931	121.861486393666	139.30592407547	220.275890548927	157.480674756801	155.69189732764	137.959828695007	127.548396891625	123.052333370967	180.244169607733	133.853611828649	106.674255138018	110.115634905957	107.290435140271	172.674620351768	142.259169245106	108.365388232578
"Bsn"	"Endogenous"	"Bsn"	"NM_007567.2"	509.130524354544	500.641388965813	644.493805491542	613.730751622955	623.355226825621	501.000843397181	628.423515189217	698.216643674859	514.564331295562	584.939584707299	578.604207252049	534.530827975061	420.490179786183	486.296633182416	484.535119555125	499.380498805604	312.858403464245	436.873646450739	425.30161724892	499.869586180409	413.347609800371	1039.45958402091	943.132988731843	959.866170326897	1107.56136038222	1032.93540425061	881.698603483656
"C1qa"	"Endogenous"	"C1qa"	"NM_007572.2"	1127.21669250132	1355.59375883965	1386.70187238001	532.067083918519	382.553352473243	368.130104898709	884.143563137964	1651.12340444466	1400.55757270919	442.357565532322	550.222982051343	456.2996731729	1802.3099507074	409.886419872797	337.92450636967	241.614047697131	1174.15138487502	974.677773525109	1130.54994629748	249.352367785609	233.199819638503	1047.07415813424	977.658952906993	1221.56412765252	351.876432118489	350.567572896287	382.921559327636
"C1qb"	"Endogenous"	"C1qb"	"NM_009777.2"	1427.45645034173	2286.78391965765	1859.33436780426	659.462405537439	699.940532430047	529.138176255682	1669.36303240432	2295.69245544006	1550.34779697696	653.09692354369	497.375183401753	434.786105602306	2609.71045639102	607.986972897735	538.41765260619	271.762170633794	1686.74720778361	1284.00302308422	1973.6663697465	394.973213946133	466.332253965626	1337.1894318521	1172.88758669738	992.784152380435	353.698823424591	416.847519512571	578.924159248274
"C1r"	"Endogenous"	"C1r"	"NM_023143.3"	60.6242194324457	64.9968692848771	49.3269594017368	26.84119305374	17.3003565136734	14.06866642925	56.3040858801551	74.7562867471482	39.6974501062455	21.6622671973617	9.02237736201725	11.6859433806232	26.8322217911844	16.5153217232761	33.425540522954	9.47350108482179	43.3605995745384	36.1568458855224	16.9999530629132	21.0484988051261	26.5597073940069	23.675397302724	27.2533208855976	33.224975519811	35.9952723940998	24.2177405094374	35.9130653047157
"C1s"	"Endogenous"	"C1s"	"NM_144938.2"	0	4.00663652954615	0	0	0	0	3.57085565343597	4.64526716519281	11.0142156719915	0	0	0	0	0	2.09848642349766	0	3.76092226829573	0	6.3947150321078	0	0	1.59313237406783	0	6.89058987698087	0	0	3.11885597947269
"C3"	"Endogenous"	"C3"	"NM_009778.2"	1.31760059977148	12.7195269231649	0	1.79766829104623	0.363221620386921	0	8.62746677106657	23.492315439912	7.82718962374104	0	0	1.25512274033514	2.73071415883758	5.19529012185102	9.61697940736718	0	9.26087744971832	6.86468210151533	1.09209601670512	0	0	7.68479166473159	7.79323198687682	21.7036818010728	0	0	3.88151201029229
"C3ar1"	"Endogenous"	"C3ar1"	"NM_009779.2"	97.690856202867	118.363322945792	122.847569801066	44.2627754973531	32.7646970684133	46.8955547641667	127.096641526983	168.237646189755	106.624997119505	33.4135325139807	41.3182543145448	48.1938156216313	111.187498504398	27.8353533247011	25.9070475390845	1.93647035065592	84.0602679170655	81.8526213885735	59.4209051861346	0	17.2873946650872	102.866968081353	82.4948635658372	127.041224372393	22.0236057139826	17.9053646412198	22.9479127807824
"C5AR1"	"Endogenous"	"C5AR1"	"NM_007577.4"	20.7775849042427	19.2541947183789	10.8161634782788	0.708819388320414	0	0	28.1315382247846	36.3083082667211	26.9493459132437	0	1.1930738583742	0	18.7983859137355	0	0	0	7.06089537714928	26.7833534746401	11.6973340475105	0	0	12.2535361327294	5.9099975773232	6.89058987698087	4.40715642166088	0	0
"CARD9"	"Endogenous"	"CARD9"	"NM_001037747.1"	17.9975871464611	21.4324173167836	14.3171449258659	6.1530639019495	11.4091791594868	10.1607035322361	18.7406890063278	27.2617250948558	26.9493459132437	13.0446726318411	9.02237736201725	8.42631193053316	22.81530385246	13.6853138229198	8.36389724338892	12.4883133784881	18.0608057399945	24.4399803719196	22.3025720783159	7.47367416304333	9.33969804029887	22.152482480058	20.3481280505676	28.2872782117804	15.3415042582744	12.8554639466457	18.3719765958648
"CASP1"	"Endogenous"	"CASP1"	"NM_009807.2"	32.8242418546296	29.0561964111999	31.8220521638014	21.3969485401109	46.0198461153331	28.9189254379028	39.6895064936545	48.3704191625413	23.7623198649933	45.1647978305997	29.5742990590803	22.1167640209112	62.9844832397047	53.3054244279075	76.0303340982146	30.5771871404862	47.7605637196764	44.3586517450444	32.9078101091212	35.8573984146709	22.5858590816127	46.5191196427131	28.5088104919667	43.1003701358723	34.7803448566983	25.4802156830809	41.2516575204529
"CASP8"	"Endogenous"	"CASP8"	"NM_009812.2"	25.4109145005454	18.1650834191766	24.8200892686272	25.7523441510142	21.7187395293134	23.4477773820834	31.7434033088064	43.8471275766087	30.1363719614942	19.3120141340379	26.6383102452141	22.7686903109292	10.7645500362865	27.8353533247011	32.1724583589757	13.9957195253213	34.5606712842622	29.1267265773607	38.2104291245239	19.814423837664	2.71661751964195	36.6201732953845	29.1365552951512	36.5167737251648	14.1265767208729	9.06803842571515	22.1852567499628
"CCL2"	"Endogenous"	"CCL2"	"NM_011333.3"	9.65759387311629	22.5215286159859	31.8220521638014	0	2.5724131282069	0	7.9050937542622	45.3548914385863	4.6401635754906	0.509989627447526	0.214410920418817	0	14.781467975011	2.36528222149476	4.60465075145417	0	36.7606533568312	36.1568458855224	43.5130481399266	0	0	8.44624907606456	0	3.5987916716271	1.97730134685789	1.49318738385404	0.0682318561942716
"CCL5"	"Endogenous"	"CCL5"	"NM_013653.3"	19.8509189849822	84.6008726705192	52.8279408493239	1.79766829104623	1.09961878966025	1.56318515880556	32.4657763256108	87.5722795739573	58.8196063957482	0	0	0	50.9337294235313	0	10.8700615713454	0	93.9601872436262	65.4490096695295	11.6973340475105	0	0	0	0	8.53648897965776	0	0.230712210210524	0.0682318561942716
"CCND1"	"Endogenous"	"CCND1"	"NM_007631.2"	74.5242082213537	95.4919856625426	63.3308851920852	68.217451357321	79.8941159019061	50.8035176611806	70.0291731994381	79.2795783330808	84.3158147817517	92.9532767848504	55.9981983838755	81.4420564125494	95.1198267495005	27.8353533247011	35.9317048509105	39.6216240214853	38.9606354294003	43.1869651936841	117.749714355564	37.091473382133	30.533555706401	108.958627372017	86.889077188129	130.333022577747	105.246142025985	84.1853112575045	124.38116487979
"CD14"	"Endogenous"	"CD14"	"NM_009841.3"	8.73092795385575	7.27397042715316	17.818126373453	7.24191280467531	6.25439897457353	0.781592579402779	15.8511969391103	16.7073780610131	1.45313752724016	7.56074881741893	6.0863885481511	3.21090161038915	0	10.8553059225636	15.8823902272584	0	3.76092226829573	3.34962244743448	6.3947150321078	0	2.71661751964195	25.9597695367229	23.4868520664903	36.5167737251648	1.36983757815714	1.49318738385404	6.1694801027511
"CD33"	"Endogenous"	"CD33"	"NM_001111058.1"	11.5109257116374	17.0759721199742	3.81420058310466	2.88651719377205	10.6727819902135	10.1607035322361	14.4064509055015	24.2461973709008	26.9493459132437	15.3949256951649	3.15039973428496	10.3820908005872	30.8491397299089	0	8.36389724338892	7.96609493798862	16.9608147037099	10.3797417555962	0	0	0	24.4368547140569	26.6255760824131	18.4118835957191	10.4817941086684	9.06803842571515	3.88151201029229
"CD36"	"Endogenous"	"CD36"	"NM_001159555.1"	14.290923469419	19.2541947183789	0	19.2192507346593	18.7731508522201	22.6661848026806	20.1854350399365	12.1840864750805	7.82718962374104	14.6115080073903	10.0010402999726	26.0283217610192	22.81530385246	22.1753375239886	39.6909513428453	44.1438424619848	18.0608057399945	15.0664879610373	64.7235242015373	19.814423837664	25.2350912898755	41.9503751747153	32.2752793110739	29.9331773144573	20.8086781765811	19.7990774016851	16.084008503406
"CD39/ENTPD1"	"Endogenous"	"CD39/ENTPD1"	"NM_009848.3"	86.5708651717406	91.1355404657332	70.3328480872594	112.860256369079	107.140811165019	98.4806650047502	79.4200224178949	83.8028699190134	90.6898668782526	92.1698590970758	103.952682343689	112.082592043395	87.0859908720516	141.035669338952	121.141292001432	98.4104637479792	97.2601603524797	99.4279196589777	96.5392382939534	100.029296722699	66.2981905179484	115.05028666268	72.4509467148845	100.706838729563	71.2281709787432	62.7232333055647	90.8242995237271
"CR3/ITGAM"	"Endogenous"	"CR3/ITGAM"	"NM_001082960.1"	141.244154408112	204.403115582776	101.841681115543	35.5519842755465	51.9110234695197	53.9298879787918	143.711220913484	181.053639016564	214.98388276002	54.5658100838949	74.5927942050278	53.4092259417753	179.475103462715	36.3253770257699	20.8947188831715	26.0549686999867	163.259622529551	154.497187572911	160.170666478786	24.7507237075123	6.6904658320361	131.802349712006	122.042786166463	153.375610015224	55.4341129925238	62.0919957187429	51.9288419519273
"CR4/ITGAX"	"Endogenous"	"CR4/ITGAX"	"NM_021334.2"	0	0	0	0	0	0	0	0.875857510248975	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3545897854008	4.02676316776958	20.0577826983959	0	0	0
"CRH"	"Endogenous"	"CRH"	"NM_205769.1"	15.2175893886795	23.6106399151882	31.8220521638014	44.2627754973531	32.0282998991399	40.6428141289445	34.6328953760239	32.5388986117772	62.0066324439986	56.1326454594441	36.4249396247679	35.1552898212712	50.9337294235313	67.4554639296888	39.6909513428453	38.1142178746521	45.5605816471074	54.903830707287	38.2104291245239	37.091473382133	54.3766455807659	29.0055991820548	25.370086476044	23.3495809037497	29.3131709383916	34.9487794854073	42.7769695820921
"CRHR1"	"Endogenous"	"CRHR1"	"NM_007762.4"	11.5109257116374	24.6997512143906	31.8220521638014	44.2627754973531	40.8650659304198	40.6428141289445	34.6328953760239	29.5233708878221	14.2012417202419	48.2984685816981	38.3822655006787	39.0668475613793	10.7645500362865	44.8154007268387	44.7032799987583	33.5919994341526	37.8606443931158	29.1267265773607	48.8156671553293	27.2188736424365	31.8581718105324	43.4732899973812	44.2024305715802	34.8708746224879	53.6117216864215	48.2047688086642	53.4541540135666
"CX3CR1"	"Endogenous"	"CX3CR1"	"NM_009987.3"	418.317264267012	507.176056761027	399.425104160446	378.539388634179	317.75040157719	328.268883349167	387.873300593361	505.976751272723	489.068122909558	371.849973632608	366.234349715731	323.958636299246	545.014635886642	242.915953751777	269.004987350866	238.599235403464	366.757964242186	480.22604885107	388.183284141101	187.648619412506	238.498284055028	555.93412782447	475.46311035936	582.95527581389	237.065779834048	243.257183136588	218.187856670601
"CXCR7"	"Endogenous"	"CXCR7"	"NM_007722.3"	25.4109145005454	41.0364207024257	42.3249965065627	30.1077397619175	44.5470517767865	27.3557402790973	36.800014426437	36.3083082667211	58.8196063957482	35.7637855773045	28.5956361211249	31.2437320811632	34.8660576686334	30.6653612250574	13.3762258993019	26.0549686999867	35.6606623205467	32.6417862314416	54.1182861707319	35.8573984146709	18.6120107692186	29.0055991820548	22.8591072633058	31.5790764171341	31.1355622444938	30.530116377655	26.7611929348804
"Calbindin"	"Endogenous"	"Calbindin"	"NM_009788.4"	886.283553493582	936.285908646748	837.047785108832	936.030026829796	734.551199385893	814.419467737696	842.245928163311	649.214318160589	858.76314450661	835.633244795171	780.208772470858	848.759299763737	802.097383965008	876.83772343158	751.441620482493	859.650567898733	741.854907615207	641.918792938789	769.971853250094	746.684579672823	792.187815581947	871.17749611632	774.269636675201	790.338562751178	747.335345542676	760.87200433043	664.341634700069
"Catalase"	"Endogenous"	"Catalase"	"NM_009804.2"	414.61060058997	416.779818927233	490.45062179771	377.450539731453	405.381664720716	444.726177680181	455.053991156168	417.018683416049	460.384888475304	447.841489346744	430.826103620787	386.543560140974	452.625523295979	347.626246064959	405.590943224495	436.06944063861	412.957587766136	378.289318882725	356.367570048685	382.632464271513	453.086092924313	477.504014457174	420.22156767912	449.637448497063	366.455562567307	386.548115345127	425.630297053533
"Ccl11"	"Endogenous"	"Ccl11"	"NM_011330.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ccl17"	"Endogenous"	"Ccl17"	"NM_011332.3"	40.2375692087139	21.4324173167836	14.3171449258659	29.0188908591916	21.7187395293134	30.4821105967084	25.2420461575671	21.9845515779345	20.5752938167428	18.5285964462633	22.7236584933926	11.6859433806232	14.781467975011	2.36528222149476	14.6293080632802	0.429064203822742	24.6607519577016	9.2080552042359	0	6.23959919558126	17.2873946650872	28.2441417707218	21.6036176569367	56.2675629572874	35.3878086253991	19.7990774016851	27.5238489657
"Ccl19"	"Endogenous"	"Ccl19"	"NM_011888.2"	0	4.00663652954615	0	2.88651719377205	1.83601595893357	0	3.57085565343597	5.39914909618158	0	0	0	2.55897532037115	0	5.19529012185102	4.60465075145417	1.93647035065592	3.76092226829573	2.1779358960742	0	0	0	7.68479166473159	0.888039151846873	0	5.62208395906238	0.230712210210524	3.11885597947269
"Ccl21b"	"Endogenous"	"Ccl21b"	"NM_011335.2"	0	0	0	0.708819388320414	1.09961878966025	3.9079628970139	0.681363586218491	0	4.6401635754906	3.64366037854593	1.1930738583742	3.86282790040715	0	0	0	0	0	0	0	0	0	0.0702175514018868	0	0	0	0	0
"Ccl3"	"Endogenous"	"Ccl3"	"NM_011337.2"	0	0	0	3.97536609649786	0	7.81592579402779	0	0	0	7.56074881741893	7.06505148610649	4.51475419042515	0	0	0	0	0	3.34962244743448	11.6973340475105	0	0	11.4920787213964	5.9099975773232	26.6413791091035	0	0	0.830887887013876
"Ccl4"	"Endogenous"	"Ccl4"	"NM_013652.2"	0	0	0	0	0	1.56318515880556	0	3.89138523420405	0	4.42707806632053	0	0	0	0	0	0	1.5609401957267	0	0	0	0	9.9691638987305	0	10.1823880823346	0	0	0.0682318561942716
"Ccl7"	"Endogenous"	"Ccl7"	"NM_013654.3"	2.24426651903201	11.6304156239625	0	3.97536609649786	0	1.56318515880556	3.57085565343597	6.90691295815912	0	0	0	0	0	0	4.60465075145417	0	4.86091330458025	4.52130899879476	22.3025720783159	0	0	0.0702175514018868	0	0.306993466273336	0	0	0.0682318561942716
"Ccl8"	"Endogenous"	"Ccl8"	"NM_021443.2"	153.290811358499	304.601355109392	325.904493761117	0	0	0	192.832586056181	328.814497490363	227.731986953022	0.509989627447526	0	0	275.881133992102	0	23.400883211128	0	430.557444346688	241.201992373572	202.591618602007	0	0	3.11604719673377	4.02676316776958	6.89058987698087	0	0	3.11885597947269
"Ccr1"	"Endogenous"	"Ccr1"	"NM_009912.4"	1.31760059977148	1.82841393114147	0	0	0.363221620386921	0	4.29322867024035	2.38362137222651	0	0	0	0	0	5.19529012185102	0	0.429064203822742	7.06089537714928	0	1.09209601670512	0	0	0.0702175514018868	0	0	0	0	0
"Ccr4"	"Endogenous"	"Ccr4"	"NM_009916.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36528222149476	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cd55"	"Endogenous"	"Cd55"	"NM_010016.2"	38.3842373701928	61.7295353872701	24.8200892686272	43.1739265946273	54.1202149773397	30.4821105967084	46.9132366616982	40.0777179216649	36.510424057995	50.6487216450219	42.2969172525002	53.4092259417753	62.9844832397047	53.3054244279075	52.2217729826278	42.6364363151516	64.2604292639442	43.1869651936841	32.9078101091212	45.7299981543675	63.6489583096856	26.7212269480559	33.530768917443	26.6413791091035	26.2758520948878	34.9487794854073	59.5554022601234
"Cd68"	"Endogenous"	"Cd68"	"NM_009853.1"	118.077506426599	163.016886213088	87.8377553251948	72.5728469682243	83.5761017482728	63.3089989316251	116.261046274918	205.931742739194	151.243361795011	107.054795164793	103.952682343689	84.0497615726214	163.407431707817	33.4953691254137	37.1847870148888	21.5327502594872	86.2602499896345	65.4490096695295	128.354952386369	13.6440490003537	41.1304845394521	222.415781660629	192.350204123132	257.067253483867	48.1445477681148	43.7861057009119	67.944618599139
"Cebpd"	"Endogenous"	"Cebpd"	"NM_007679.4"	3.17093243829255	0	3.81420058310466	7.24191280467531	1.83601595893357	1.56318515880556	6.46034772065346	3.89138523420405	4.6401635754906	3.64366037854593	0	9.73016451056917	0	10.8553059225636	0.845404259519403	0	0	1.00624934471391	0	0	2.71661751964195	14.5379083667283	5.9099975773232	10.1823880823346	4.40715642166088	0	10.7454162876687
"Cfb"	"Endogenous"	"Cfb"	"NM_008198.2"	26.3375804198059	22.5215286159859	21.3191078210401	3.97536609649786	12.1455763287601	17.1950367468611	21.6301810735453	26.5078431638671	17.3882677684924	9.91100188074273	11.9583661758834	11.0340170906052	18.7983859137355	0	0	0	12.5608505585719	0	0	0.0692243582709162	5.36584972790472	19.1066528347262	15.9539144282759	18.4118835957191	3.19222888425938	1.49318738385404	6.93213613357071
"Cfl1"	"Endogenous"	"Cfl1"	"NM_007687.5"	3328.97491666435	3371.53877366318	3336.74853868602	3415.33897833648	3304.5773201498	3266.27538932421	3523.69456654114	3447.6240459909	3264.96781093569	3416.2111083247	3434.34266020585	3361.28322149312	3517.53391054275	3587.98529197288	3453.08676601961	3586.54828751995	3787.73008708703	3723.45442301633	3797.76731104503	3715.86895138656	3744.7571116908	2858.58133969537	3072.44336113381	3004.07285585159	2925.70042010356	2986.61573546395	3665.39311597521
"Chi3l3_(YM1)"	"Endogenous"	"Chi3l3_(YM1)"	"NM_009892.2"	0	0	0	0	0	0	0	0	1.45313752724016	0	0	0	0	0	0	77.3067776923147	0	0	0	0	0	0.831674962734858	0	0	0	0	0
